challenge_id,evidence_id,source_manifest,source_batch,source_row_id,image_path,original_review_bucket,fitting_class_if_any,challenge_category,challenge_reason,baseline_001_prediction,baseline_002_prediction,baseline_003_prediction,review_action,expected_handling,include_for_challenge,notes
challenge_v1_dry_0044,large_dr_b001_dr_000252,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0002; errslice_0103,train/13668_left.jpeg,dr_pattern_dominant,dr_pattern_dominant,needs_second_review_boundary,Round 1 marked this dr_pattern_dominant -> normal_or_non_specific case as ambiguous and needing second review.,normal_or_non_specific,normal_or_non_specific,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0002; errslice_0103; contact_sheets=contact_sheets/errslice_001.jpg; contact_sheets/errslice_007.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0045,large_dr_b001_dr_000253,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0003,train/13820_right.jpeg,dr_pattern_dominant,dr_pattern_dominant,needs_second_review_boundary,Round 1 marked this dr_pattern_dominant -> normal_or_non_specific case as ambiguous and needing second review.,normal_or_non_specific,,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0003; contact_sheets=contact_sheets/errslice_001.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0046,large_dr_b001_dr_000279,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0004,train/15351_right.jpeg,dr_pattern_dominant,dr_pattern_dominant,needs_second_review_boundary,Round 1 marked this dr_pattern_dominant -> normal_or_non_specific case as ambiguous and needing second review.,normal_or_non_specific,,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0004; contact_sheets=contact_sheets/errslice_001.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0047,large_dr_b001_dr_000284,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0005,train/15493_left.jpeg,dr_pattern_dominant,dr_pattern_dominant,needs_second_review_boundary,Round 1 marked this dr_pattern_dominant -> normal_or_non_specific case as ambiguous and needing second review.,normal_or_non_specific,,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0005; contact_sheets=contact_sheets/errslice_001.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0048,large_dr_b001_dr_000312,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0008,train/16757_left.jpeg,dr_pattern_dominant,dr_pattern_dominant,needs_second_review_boundary,Round 1 marked this dr_pattern_dominant -> normal_or_non_specific case as ambiguous and needing second review.,normal_or_non_specific,,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0008; contact_sheets=contact_sheets/errslice_001.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0049,large_dr_b001_dr_000341,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0010; errslice_0105,train/18759_right.jpeg,dr_pattern_dominant,dr_pattern_dominant,needs_second_review_boundary,Round 1 marked this dr_pattern_dominant -> normal_or_non_specific case as ambiguous and needing second review.,normal_or_non_specific,normal_or_non_specific,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0010; errslice_0105; contact_sheets=contact_sheets/errslice_001.jpg; contact_sheets/errslice_007.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0050,large_dr_b001_dr_000342,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0011; errslice_0106,train/18864_right.jpeg,dr_pattern_dominant,dr_pattern_dominant,needs_second_review_boundary,Round 1 marked this dr_pattern_dominant -> normal_or_non_specific case as ambiguous and needing second review.,normal_or_non_specific,normal_or_non_specific,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0011; errslice_0106; contact_sheets=contact_sheets/errslice_001.jpg; contact_sheets/errslice_007.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0051,large_dr_b001_exudate_000336,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0017; errslice_0111,train/12590_right.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0017; errslice_0111; contact_sheets=contact_sheets/errslice_002.jpg; contact_sheets/errslice_007.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0052,large_dr_b001_exudate_000337,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0018; errslice_0112,train/12628_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0018; errslice_0112; contact_sheets=contact_sheets/errslice_002.jpg; contact_sheets/errslice_007.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0053,large_dr_b001_exudate_000338,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0019; errslice_0113,train/12672_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0019; errslice_0113; contact_sheets=contact_sheets/errslice_002.jpg; contact_sheets/errslice_008.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0054,large_dr_b001_exudate_000339,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0020; errslice_0114,train/12672_right.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0020; errslice_0114; contact_sheets=contact_sheets/errslice_002.jpg; contact_sheets/errslice_008.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0055,large_dr_b001_exudate_000343,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0021; errslice_0115,train/12835_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0021; errslice_0115; contact_sheets=contact_sheets/errslice_002.jpg; contact_sheets/errslice_008.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0056,large_dr_b001_exudate_000355,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0023; errslice_0117,train/13308_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0023; errslice_0117; contact_sheets=contact_sheets/errslice_002.jpg; contact_sheets/errslice_008.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0057,large_dr_b001_exudate_000361,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0025; errslice_0119,train/13684_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0025; errslice_0119; contact_sheets=contact_sheets/errslice_002.jpg; contact_sheets/errslice_008.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0058,large_dr_b001_exudate_000364,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0026,train/13931_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0026; contact_sheets=contact_sheets/errslice_002.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0059,large_dr_b001_exudate_000365,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0027; errslice_0120,train/13931_right.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0027; errslice_0120; contact_sheets=contact_sheets/errslice_002.jpg; contact_sheets/errslice_008.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0060,large_dr_b001_exudate_000375,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0029; errslice_0122,train/14466_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0029; errslice_0122; contact_sheets=contact_sheets/errslice_002.jpg; contact_sheets/errslice_008.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0061,large_dr_b001_exudate_000379,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0030; errslice_0123,train/14811_right.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0030; errslice_0123; contact_sheets=contact_sheets/errslice_002.jpg; contact_sheets/errslice_008.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0062,large_dr_b001_exudate_000384,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0033; errslice_0126,train/15034_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0033; errslice_0126; contact_sheets=contact_sheets/errslice_003.jpg; contact_sheets/errslice_008.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0063,large_dr_b001_exudate_000393,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0034,train/15276_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0034; contact_sheets=contact_sheets/errslice_003.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0064,large_dr_b001_exudate_000394,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0035; errslice_0127,train/15276_right.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0035; errslice_0127; contact_sheets=contact_sheets/errslice_003.jpg; contact_sheets/errslice_008.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0065,large_dr_b001_exudate_000402,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0037; errslice_0129,train/15711_right.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0037; errslice_0129; contact_sheets=contact_sheets/errslice_003.jpg; contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0066,large_dr_b001_exudate_000404,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0038; errslice_0130,train/15914_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0038; errslice_0130; contact_sheets=contact_sheets/errslice_003.jpg; contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
challenge_v1_dry_0067,large_dr_b001_exudate_000414,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0039,train/16294_left.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=1; source_run_names=baseline_001; source_review_row_ids=errslice_0039; contact_sheets=contact_sheets/errslice_003.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=
challenge_v1_dry_0068,large_dr_b001_exudate_000416,baseline_001_002_error_slice_round1_combined_review_support.csv,large_dr_batch_001_moderate_full_review,errslice_0040; errslice_0131,train/16429_right.jpeg,exudate_macular_pattern_dominant,exudate_macular_pattern_dominant,needs_second_review_boundary,Round 1 marked this exudate_macular_pattern_dominant -> mixed_hemorrhage_exudate_pattern case as ambiguous and needing second review.,mixed_hemorrhage_exudate_pattern,mixed_hemorrhage_exudate_pattern,,downgrade_needs_second_review,flag_for_second_review_not_training,yes_dry_run_only,dedupe_source_rows=2; source_run_names=baseline_001; baseline_002; source_review_row_ids=errslice_0040; errslice_0131; contact_sheets=contact_sheets/errslice_003.jpg; contact_sheets/errslice_009.jpg; proposal_status=proposal_only_review_hold_needs_second_review; proposed_corrected_bucket=; duplicate Round 1 instances collapsed by evidence_id + challenge_category
